Suburb,Rooms,Price,Date,Bedroom2,Bathroom,BuildingArea,YearBuilt,Regionname
Templestowe Lower,4,1257000,4/3/2017,4,3,,,Eastern Metropolitan
Templestowe Lower,3,1101000,4/6/2016,3,2,135,1965,Eastern Metropolitan
Templestowe Lower,3,641000,4/6/2016,3,1,,,Eastern Metropolitan
Templestowe Lower,8,1150000,4/6/2016,6,4,,,Eastern Metropolitan
Templestowe Lower,3,1200000,6/8/2016,3,1,155,1960,Eastern Metropolitan
Templestowe Lower,4,990000,6/8/2016,4,2,189,1973,Eastern Metropolitan
Templestowe Lower,4,1500000,7/5/2016,4,2,255,2013,Eastern Metropolitan
Templestowe Lower,3,1290000,7/11/2016,3,1,125,1960,Eastern Metropolitan
Templestowe Lower,4,790000,8/10/2016,4,2,180,1970,Eastern Metropolitan
Templestowe Lower,5,950000,10/9/2016,5,3,220,1973,Eastern Metropolitan
Templestowe Lower,4,1421000,10/9/2016,4,2,260,1980,Eastern Metropolitan
Templestowe Lower,3,1051000,10/12/2016,3,2,142,1970,Eastern Metropolitan
Templestowe Lower,3,1065000,10/12/2016,3,1,,,Eastern Metropolitan
Templestowe Lower,4,1120000,10/12/2016,4,2,,,Eastern Metropolitan
Templestowe Lower,5,1710000,11/3/2017,5,2,355,1980,Eastern Metropolitan
Templestowe Lower,4,1280000,12/11/2016,4,2,158,1970,Eastern Metropolitan
Templestowe Lower,5,750000,12/11/2016,5,3,335,2006,Eastern Metropolitan
Templestowe Lower,4,1000000,13/08/2016,4,3,164,1970,Eastern Metropolitan
Templestowe Lower,2,678000,15/10/2016,2,1,90,1980,Eastern Metropolitan
Templestowe Lower,3,1010000,16/04/2016,3,2,175,1968,Eastern Metropolitan
Templestowe Lower,4,1325000,17/09/2016,4,3,,,Eastern Metropolitan
Templestowe Lower,3,1210000,18/03/2017,3,1,134,1960,Eastern Metropolitan
Templestowe Lower,3,766000,18/03/2017,3,1,,,Eastern Metropolitan
Templestowe Lower,3,982000,18/06/2016,4,2,,,Eastern Metropolitan
Templestowe Lower,4,945000,18/06/2016,4,2,181,1985,Eastern Metropolitan
Templestowe Lower,3,725000,18/06/2016,3,1,105,1975,Eastern Metropolitan
Templestowe Lower,4,975000,19/11/2016,4,2,,,Eastern Metropolitan
Templestowe Lower,3,1211000,19/11/2016,3,2,123,1970,Eastern Metropolitan
Templestowe Lower,4,1100000,19/11/2016,4,2,199,1970,Eastern Metropolitan
Templestowe Lower,3,1155000,22/05/2016,3,1,,,Eastern Metropolitan
Templestowe Lower,4,920000,22/08/2016,4,2,,1980,Eastern Metropolitan
Templestowe Lower,3,940000,23/04/2016,3,1,,,Eastern Metropolitan
Templestowe Lower,3,1053000,24/09/2016,3,1,,1960,Eastern Metropolitan
Templestowe Lower,3,1002000,24/09/2016,3,1,174,1960,Eastern Metropolitan
Templestowe Lower,3,755000,25/02/2017,3,1,,1980,Eastern Metropolitan
Templestowe Lower,4,1209000,26/07/2016,4,2,160,1965,Eastern Metropolitan
Templestowe Lower,5,2080000,26/07/2016,5,4,360,2016,Eastern Metropolitan
Templestowe Lower,3,1050000,27/06/2016,3,1,,1960,Eastern Metropolitan
Templestowe Lower,4,1118000,27/06/2016,4,2,195,1970,Eastern Metropolitan
Templestowe Lower,4,1070000,27/06/2016,4,2,,,Eastern Metropolitan
Templestowe Lower,4,903000,27/06/2016,4,1,22,1960,Eastern Metropolitan
Templestowe Lower,3,1220000,27/11/2016,3,1,133,1960,Eastern Metropolitan
Templestowe Lower,4,1222000,27/11/2016,4,2,,,Eastern Metropolitan
Templestowe Lower,3,2025000,27/11/2016,3,1,,,Eastern Metropolitan
Templestowe Lower,4,1650000,27/11/2016,4,2,280,2005,Eastern Metropolitan
Templestowe Lower,4,1182500,27/11/2016,4,2,150,1975,Eastern Metropolitan
Templestowe Lower,4,1020000,27/11/2016,4,2,145,1965,Eastern Metropolitan
Templestowe Lower,3,838000,28/05/2016,3,2,180,,Eastern Metropolitan
Templestowe Lower,3,650000,28/05/2016,3,1,120,1975,Eastern Metropolitan
Templestowe Lower,4,870000,28/05/2016,4,1,,1960,Eastern Metropolitan
Templestowe Lower,3,1509000,28/05/2016,3,2,158,1960,Eastern Metropolitan
Templestowe Lower,4,1358500,28/08/2016,4,2,,,Eastern Metropolitan
Thornbury,3,510000,3/9/2016,3,1,,,Northern Metropolitan
Thornbury,2,470000,3/12/2016,2,1,,1970,Northern Metropolitan
Thornbury,2,435000,3/12/2016,2,1,,,Northern Metropolitan
Thornbury,1,517500,3/12/2016,1,1,53,1910,Northern Metropolitan
Thornbury,1,370000,3/12/2016,1,1,62,1999,Northern Metropolitan
Thornbury,2,805000,4/2/2016,2,1,95,2009,Northern Metropolitan
Thornbury,4,1428888,4/3/2017,4,2,153,1930,Northern Metropolitan
Thornbury,2,940000,7/5/2016,2,1,110,1950,Northern Metropolitan
Thornbury,1,270000,7/11/2016,1,1,33,1970,Northern Metropolitan
Thornbury,3,865000,7/11/2016,3,2,,,Northern Metropolitan
Thornbury,2,700000,7/11/2016,2,1,,,Northern Metropolitan
Thornbury,3,910000,7/11/2016,3,2,,,Northern Metropolitan
Thornbury,3,1135000,8/10/2016,3,1,,,Northern Metropolitan
Thornbury,1,260000,10/9/2016,1,1,,1970,Northern Metropolitan
Thornbury,2,505000,10/9/2016,2,1,,,Northern Metropolitan
Thornbury,1,365000,10/12/2016,1,1,40,1970,Northern Metropolitan
Thornbury,3,1430000,11/2/2017,3,1,,,Northern Metropolitan
Thornbury,2,525500,11/2/2017,2,1,72,1975,Northern Metropolitan
Thornbury,3,1210000,12/6/2016,3,2,,,Northern Metropolitan
Thornbury,2,944000,12/6/2016,2,1,78,1900,Northern Metropolitan
Thornbury,2,970000,12/6/2016,2,1,,,Northern Metropolitan
Thornbury,3,887000,12/11/2016,3,2,129,1935,Northern Metropolitan
Thornbury,1,277500,12/11/2016,1,1,,,Northern Metropolitan
Thornbury,3,701000,13/08/2016,3,3,71,1958,Northern Metropolitan
Thornbury,2,740000,14/05/2016,3,1,,,Northern Metropolitan
Thornbury,2,1110000,14/05/2016,2,1,105,1925,Northern Metropolitan
Thornbury,4,795000,14/05/2016,4,2,,,Northern Metropolitan
Thornbury,1,332000,14/05/2016,1,1,48,1975,Northern Metropolitan
Thornbury,3,1265000,15/10/2016,3,2,97,1920,Northern Metropolitan
Thornbury,2,1085000,15/10/2016,2,1,102,1930,Northern Metropolitan
Thornbury,3,898000,16/04/2016,3,2,108,2010,Northern Metropolitan
Thornbury,3,1235000,16/04/2016,3,3,133,1920,Northern Metropolitan
Thornbury,3,910500,16/04/2016,3,2,144,2010,Northern Metropolitan
Thornbury,3,995000,16/04/2016,2,1,96,1920,Northern Metropolitan
Thornbury,2,760000,16/04/2016,2,1,75,1900,Northern Metropolitan
Thornbury,2,505000,16/04/2016,2,1,80,1980,Northern Metropolitan
Thornbury,3,1400000,17/09/2016,2,2,159,1920,Northern Metropolitan
Thornbury,3,1200000,17/09/2016,3,2,,,Northern Metropolitan
Thornbury,3,920000,17/09/2016,2,1,,,Northern Metropolitan
Thornbury,3,1110000,17/09/2016,3,1,156,1950,Northern Metropolitan
Thornbury,3,1200000,17/09/2016,3,2,345,1905,Northern Metropolitan
Thornbury,2,560000,17/09/2016,2,1,,,Northern Metropolitan
Thornbury,2,450000,18/03/2017,2,1,52,1970,Northern Metropolitan
Thornbury,3,1190000,18/03/2017,3,1,,,Northern Metropolitan
Thornbury,3,1020000,18/03/2017,3,1,,,Northern Metropolitan
Thornbury,3,1245000,18/03/2017,3,1,,,Northern Metropolitan
Thornbury,2,350000,18/06/2016,2,1,,1960,Northern Metropolitan
Thornbury,2,571750,18/06/2016,2,1,,2012,Northern Metropolitan
Thornbury,2,874000,19/11/2016,2,1,2,1985,Northern Metropolitan
Thornbury,3,1427000,19/11/2016,3,1,127,1920,Northern Metropolitan
Thornbury,1,295000,19/11/2016,1,1,,,Northern Metropolitan
Thornbury,1,383000,19/11/2016,1,1,44,1965,Northern Metropolitan
Thornbury,2,1164000,19/11/2016,2,2,,,Northern Metropolitan
Thornbury,1,315000,19/11/2016,1,1,,1970,Northern Metropolitan
Thornbury,1,245000,22/05/2016,1,1,,,Northern Metropolitan
Thornbury,3,1290000,22/05/2016,3,1,138,1920,Northern Metropolitan
Thornbury,2,605000,22/05/2016,2,1,83,,Northern Metropolitan
Thornbury,2,450000,22/08/2016,2,1,59,1960,Northern Metropolitan
Thornbury,2,900000,22/08/2016,2,1,,,Northern Metropolitan
Thornbury,3,1620000,22/08/2016,3,2,,,Northern Metropolitan
Thornbury,2,438000,22/08/2016,2,1,66,1970,Northern Metropolitan
Thornbury,2,1143000,22/08/2016,2,1,,,Northern Metropolitan
Thornbury,2,925000,24/09/2016,2,1,157,,Northern Metropolitan
Thornbury,3,1250000,24/09/2016,3,2,234,2013,Northern Metropolitan
Thornbury,3,1070000,24/09/2016,3,2,140,2007,Northern Metropolitan
Thornbury,2,371000,24/09/2016,2,1,,1960,Northern Metropolitan
Thornbury,3,1570000,24/09/2016,4,2,377,1920,Northern Metropolitan
Thornbury,2,486000,24/09/2016,2,1,66,1960,Northern Metropolitan
Thornbury,3,1100000,25/02/2017,3,2,,2011,Northern Metropolitan
Thornbury,2,1211000,25/02/2017,2,1,97,1915,Northern Metropolitan
Thornbury,2,466000,25/02/2017,2,1,,,Northern Metropolitan
Thornbury,3,1280000,25/02/2017,3,1,130,1910,Northern Metropolitan
Thornbury,4,1478000,25/02/2017,4,2,152,1900,Northern Metropolitan
Thornbury,3,1280000,25/02/2017,3,2,,,Northern Metropolitan
Thornbury,3,1913000,25/02/2017,3,2,212,1930,Northern Metropolitan
Thornbury,3,1272000,26/07/2016,3,1,,1920,Northern Metropolitan
Thornbury,2,972000,26/07/2016,2,1,,,Northern Metropolitan
Thornbury,4,928500,26/07/2016,4,2,150,1960,Northern Metropolitan
Thornbury,2,432500,27/06/2016,2,1,56,1965,Northern Metropolitan
Thornbury,1,330000,27/06/2016,1,1,40,1970,Northern Metropolitan
Thornbury,3,1200000,27/06/2016,3,2,,,Northern Metropolitan
Thornbury,2,510000,27/06/2016,2,1,,,Northern Metropolitan
Thornbury,3,1370000,27/11/2016,3,2,153,1930,Northern Metropolitan
Thornbury,1,303500,27/11/2016,1,1,41,1970,Northern Metropolitan
Thornbury,3,1160000,27/11/2016,3,2,149,2001,Northern Metropolitan
Thornbury,2,601000,28/05/2016,2,1,,,Northern Metropolitan
Thornbury,3,1430000,28/08/2016,3,2,,,Northern Metropolitan
Thornbury,3,1380000,28/08/2016,3,2,128,1920,Northern Metropolitan
Thornbury,3,1200000,30/07/2016,3,2,,,Northern Metropolitan
Toorak,3,1435000,3/12/2016,3,1,135,1943,Southern Metropolitan
Toorak,4,5500000,3/12/2016,4,3,374,2000,Southern Metropolitan
Toorak,1,546000,3/12/2016,1,1,,,Southern Metropolitan
Toorak,3,1635000,3/12/2016,3,1,,,Southern Metropolitan
Toorak,2,876000,4/3/2017,2,1,,1935,Southern Metropolitan
Toorak,2,620000,4/3/2017,2,1,,2008,Southern Metropolitan
Toorak,4,5500000,4/3/2017,4,4,332,1923,Southern Metropolitan
Toorak,2,1300000,4/3/2017,2,1,,,Southern Metropolitan
Toorak,3,1689000,4/3/2017,3,1,118,1920,Southern Metropolitan
Toorak,2,517500,4/3/2017,2,1,,,Southern Metropolitan
Toorak,3,1100000,4/3/2017,3,2,126,1935,Southern Metropolitan
Toorak,1,430000,4/6/2016,2,1,,1970,Southern Metropolitan
Toorak,2,701500,4/6/2016,2,1,,1951,Southern Metropolitan
Toorak,2,925000,6/8/2016,2,2,109,1970,Southern Metropolitan
Toorak,2,450000,6/8/2016,2,1,62,1970,Southern Metropolitan
Toorak,1,349000,7/5/2016,1,1,38,1958,Southern Metropolitan
Toorak,2,838000,7/11/2016,2,1,,,Southern Metropolitan
Toorak,2,380000,7/11/2016,2,1,,,Southern Metropolitan
Toorak,1,462800,8/10/2016,1,1,,1970,Southern Metropolitan
Toorak,2,1450000,8/10/2016,2,2,,,Southern Metropolitan
Toorak,4,4000000,10/9/2016,3,2,,,Southern Metropolitan
Toorak,3,1635000,10/9/2016,3,1,,,Southern Metropolitan
Toorak,3,2400000,10/9/2016,3,3,,1998,Southern Metropolitan
Toorak,1,345000,10/9/2016,1,1,,,Southern Metropolitan
Toorak,3,2650000,10/9/2016,3,3,291,2000,Southern Metropolitan
Toorak,3,2820000,10/12/2016,3,2,205,1967,Southern Metropolitan
Toorak,2,810000,10/12/2016,2,2,94,1980,Southern Metropolitan
Toorak,3,2840000,11/3/2017,3,2,228,2000,Southern Metropolitan
Toorak,3,2700000,12/6/2016,3,2,220,2010,Southern Metropolitan
Toorak,1,515501,12/11/2016,1,1,,1970,Southern Metropolitan
Toorak,1,611000,12/11/2016,1,1,,,Southern Metropolitan
Toorak,4,4000000,13/08/2016,4,4,60,,Southern Metropolitan
Toorak,1,405000,14/05/2016,1,1,,,Southern Metropolitan
Toorak,3,6250000,15/10/2016,3,3,342,2000,Southern Metropolitan
Toorak,4,4500000,15/10/2016,4,3,367,1980,Southern Metropolitan
Toorak,4,2025000,15/10/2016,4,2,,,Southern Metropolitan
Toorak,1,541000,15/10/2016,1,1,57,1970,Southern Metropolitan
Toorak,3,1550000,15/10/2016,3,2,214,2000,Southern Metropolitan
Toorak,3,2205000,15/10/2016,4,2,185,2014,Southern Metropolitan
Toorak,2,1100000,15/10/2016,3,2,,,Southern Metropolitan
Toorak,2,490000,15/10/2016,2,1,,1970,Southern Metropolitan
Toorak,3,1300000,16/04/2016,3,1,,,Southern Metropolitan
Toorak,3,2050000,17/09/2016,3,2,,,Southern Metropolitan
Toorak,5,2170000,17/09/2016,3,1,,,Southern Metropolitan
Toorak,3,950000,18/03/2017,3,1,107,1960,Southern Metropolitan
Toorak,2,531000,18/03/2017,2,1,,,Southern Metropolitan
Toorak,2,575000,18/06/2016,2,1,,2008,Southern Metropolitan
Toorak,1,366000,18/06/2016,1,1,35,1967,Southern Metropolitan
Toorak,4,2620000,18/06/2016,4,2,286,1925,Southern Metropolitan
Toorak,3,1900000,19/11/2016,3,2,139,1900,Southern Metropolitan
Toorak,2,1210000,19/11/2016,2,2,,,Southern Metropolitan
Toorak,4,4000000,19/11/2016,4,2,331,1963,Southern Metropolitan
Toorak,2,540000,22/05/2016,2,1,,,Southern Metropolitan
Toorak,2,857000,22/08/2016,2,0,,,Southern Metropolitan
Toorak,3,4200000,23/04/2016,4,4,331,2005,Southern Metropolitan
Toorak,2,3260000,25/02/2017,2,2,,,Southern Metropolitan
Toorak,2,1900000,25/02/2017,2,2,,,Southern Metropolitan
Toorak,2,690000,25/02/2017,2,1,83,1960,Southern Metropolitan
Toorak,2,2100000,25/02/2017,2,2,,,Southern Metropolitan
Toorak,1,460000,26/07/2016,1,1,7,,Southern Metropolitan
Toorak,2,1400000,27/06/2016,2,2,,,Southern Metropolitan
Toorak,2,511000,27/06/2016,2,1,68,1970,Southern Metropolitan
Toorak,2,645000,27/06/2016,2,1,,,Southern Metropolitan
Toorak,3,910000,27/11/2016,3,2,136,1980,Southern Metropolitan
Toorak,3,2250000,28/05/2016,3,3,205,1930,Southern Metropolitan
Toorak,2,525000,28/05/2016,2,1,82,1950,Southern Metropolitan
Toorak,3,3270000,28/08/2016,3,2,215,1935,Southern Metropolitan
Toorak,2,866000,30/07/2016,2,0,,,Southern Metropolitan
Toorak,3,1170000,30/07/2016,3,1,,,Southern Metropolitan
Toorak,2,920000,30/07/2016,2,1,,1930,Southern Metropolitan
Viewbank,4,910000,3/9/2016,4,2,,,Eastern Metropolitan
Viewbank,3,960000,3/9/2016,4,2,183,1990,Eastern Metropolitan
Viewbank,2,556000,3/12/2016,2,1,,1995,Eastern Metropolitan
Viewbank,4,1010000,3/12/2016,4,3,163,1960,Eastern Metropolitan
Viewbank,3,880000,3/12/2016,3,2,167,1970,Eastern Metropolitan
Viewbank,4,920250,4/3/2017,4,2,,,Eastern Metropolitan
Viewbank,4,1080000,4/3/2017,4,1,,,Eastern Metropolitan
Viewbank,3,770000,4/6/2016,3,2,135,1970,Eastern Metropolitan
Viewbank,4,730000,4/6/2016,4,1,172,1960,Eastern Metropolitan
Viewbank,3,820000,6/8/2016,3,2,,,Eastern Metropolitan
Viewbank,4,1102500,7/5/2016,4,2,189,,Eastern Metropolitan
Viewbank,4,1005000,7/11/2016,4,2,183,1950,Eastern Metropolitan
Viewbank,2,555000,10/12/2016,2,1,90,1980,Eastern Metropolitan
Viewbank,2,546000,12/11/2016,2,1,100,1975,Eastern Metropolitan
Viewbank,3,765000,14/05/2016,3,1,138,1975,Eastern Metropolitan
Viewbank,3,920000,14/05/2016,3,2,143,1975,Eastern Metropolitan
Viewbank,5,895000,14/05/2016,5,3,,,Eastern Metropolitan
Viewbank,3,775000,16/04/2016,5,3,,,Eastern Metropolitan
Viewbank,3,440000,16/07/2016,3,1,,,Eastern Metropolitan
Viewbank,4,1042500,17/09/2016,4,2,,,Eastern Metropolitan
Viewbank,5,1025000,17/09/2016,5,3,233,1978,Eastern Metropolitan
Viewbank,4,940000,18/06/2016,4,3,,,Eastern Metropolitan
Viewbank,4,895000,18/06/2016,4,2,18,1980,Eastern Metropolitan
Viewbank,3,820000,22/05/2016,3,2,177,1960,Eastern Metropolitan
Viewbank,3,870000,22/08/2016,3,1,137,1960,Eastern Metropolitan
Viewbank,4,1085000,22/08/2016,4,3,,,Eastern Metropolitan
Viewbank,3,915000,25/02/2017,3,2,,,Eastern Metropolitan
Viewbank,4,1050000,26/07/2016,4,2,202,1977,Eastern Metropolitan
Watsonia,3,660000,3/12/2016,3,1,124,1970,Northern Metropolitan
Watsonia,3,581000,3/12/2016,3,2,100,1970,Northern Metropolitan
Watsonia,3,1000000,4/3/2017,3,2,,,Northern Metropolitan
Watsonia,3,785000,4/3/2017,3,1,,,Northern Metropolitan
Watsonia,3,600000,4/6/2016,3,1,129,1970,Northern Metropolitan
Watsonia,3,690000,6/8/2016,3,2,129,2015,Northern Metropolitan
Watsonia,3,582000,8/10/2016,3,1,90,1950,Northern Metropolitan
Watsonia,3,740000,10/9/2016,3,1,104,1960,Northern Metropolitan
Watsonia,3,671000,12/11/2016,3,2,163,2002,Northern Metropolitan
Watsonia,3,741000,12/11/2016,3,1,103,1960,Northern Metropolitan
Watsonia,4,706000,12/11/2016,4,1,,,Northern Metropolitan
Watsonia,3,725000,12/11/2016,3,1,,,Northern Metropolitan
Watsonia,3,808000,13/08/2016,3,2,260,,Northern Metropolitan
Watsonia,3,711000,14/05/2016,3,1,,,Northern Metropolitan
Watsonia,3,537000,14/05/2016,3,1,95,1960,Northern Metropolitan
Watsonia,3,1040000,16/04/2016,3,2,131,1950,Northern Metropolitan
Watsonia,4,1171000,16/07/2016,3,3,325,2010,Northern Metropolitan
Watsonia,2,662000,16/07/2016,2,1,114,1960,Northern Metropolitan
Watsonia,3,800000,18/06/2016,4,2,,2000,Northern Metropolitan
Watsonia,3,922000,22/05/2016,3,1,153,1960,Northern Metropolitan
Watsonia,2,485000,23/04/2016,2,1,,,Northern Metropolitan
Watsonia,3,860500,24/09/2016,3,2,147,1960,Northern Metropolitan
Watsonia,3,702000,24/09/2016,3,1,97,1970,Northern Metropolitan
Watsonia,3,627500,24/09/2016,3,1,96,2000,Northern Metropolitan
Watsonia,3,632000,25/02/2017,3,1,,,Northern Metropolitan
Watsonia,3,601000,27/06/2016,3,1,,,Northern Metropolitan
Watsonia,3,549000,27/06/2016,3,1,89,1980,Northern Metropolitan
Watsonia,2,342500,27/11/2016,2,1,,,Northern Metropolitan
Watsonia,2,701000,28/05/2016,4,1,98,1970,Northern Metropolitan
Watsonia,3,645000,28/08/2016,3,1,111,1966,Northern Metropolitan
Watsonia,3,838000,30/07/2016,3,1,,,Northern Metropolitan
West Melbourne,3,1010000,3/9/2016,3,3,132,1940,Northern Metropolitan
West Melbourne,3,650000,3/12/2016,3,2,,,Northern Metropolitan
West Melbourne,3,1260000,4/6/2016,2,3,195,2000,Northern Metropolitan
West Melbourne,1,460000,4/6/2016,1,1,52,2000,Northern Metropolitan
West Melbourne,3,2370000,4/6/2016,3,3,280,1880,Northern Metropolitan
West Melbourne,2,800000,6/8/2016,2,2,89,2006,Northern Metropolitan
West Melbourne,1,550000,7/5/2016,1,1,207,1930,Northern Metropolitan
West Melbourne,3,660000,7/5/2016,3,2,100,1998,Northern Metropolitan
West Melbourne,2,1055000,8/10/2016,2,1,154,2009,Northern Metropolitan
West Melbourne,3,995000,18/03/2017,3,1,153,1940,Northern Metropolitan
West Melbourne,3,1130000,18/06/2016,3,2,,2002,Northern Metropolitan
West Melbourne,1,443000,24/09/2016,1,1,58,1900,Northern Metropolitan
West Melbourne,3,1120000,25/02/2017,3,3,122,2008,Northern Metropolitan
West Melbourne,1,482000,26/07/2016,1,1,62,1930,Northern Metropolitan
West Melbourne,2,620000,28/05/2016,2,1,83,2002,Northern Metropolitan
West Melbourne,4,2100000,28/05/2016,4,1,,,Northern Metropolitan
West Melbourne,3,601000,30/07/2016,2,1,81,1996,Northern Metropolitan
Williamstown,4,1325000,3/9/2016,3,2,,,Western Metropolitan
Williamstown,4,1400000,3/9/2016,4,2,160,1950,Western Metropolitan
Williamstown,3,1535000,3/9/2016,3,1,186,1910,Western Metropolitan
Williamstown,3,890000,3/12/2016,3,1,111,1980,Western Metropolitan
Williamstown,4,1400000,4/3/2017,4,2,,,Western Metropolitan
Williamstown,3,1800000,4/3/2017,3,2,252,2006,Western Metropolitan
Williamstown,2,1050000,4/3/2017,2,1,148,,Western Metropolitan
Williamstown,2,850000,4/3/2017,2,1,,,Western Metropolitan
Williamstown,4,2910000,4/3/2017,4,3,196,1890,Western Metropolitan
Williamstown,3,2910000,4/3/2017,3,3,286,1990,Western Metropolitan
Williamstown,4,2640000,4/3/2017,4,2,,,Western Metropolitan
Williamstown,3,1200000,4/6/2016,3,2,174,1990,Western Metropolitan
Williamstown,4,3130000,4/6/2016,4,2,,1920,Western Metropolitan
Williamstown,3,1460000,7/5/2016,3,1,107,1970,Western Metropolitan
Williamstown,1,310000,7/5/2016,1,1,58,1968,Western Metropolitan
Williamstown,3,1200000,7/11/2016,3,2,200,1997,Western Metropolitan
Williamstown,3,1560000,7/11/2016,3,2,179,2005,Western Metropolitan
Williamstown,3,1575000,7/11/2016,3,2,215,1996,Western Metropolitan
Williamstown,2,830000,7/11/2016,2,1,110,1980,Western Metropolitan
Williamstown,2,830000,7/11/2016,2,1,,,Western Metropolitan
Williamstown,4,1085000,8/10/2016,3,1,,,Western Metropolitan
Williamstown,4,1815000,8/10/2016,4,3,287,,Western Metropolitan
Williamstown,3,1470000,8/10/2016,3,2,93,1970,Western Metropolitan
Williamstown,4,2230000,10/9/2016,3,2,212,1900,Western Metropolitan
Williamstown,3,1460000,10/12/2016,3,2,180,2010,Western Metropolitan
Williamstown,5,1410000,10/12/2016,5,2,260,,Western Metropolitan
Williamstown,2,940000,10/12/2016,2,1,,1986,Western Metropolitan
Williamstown,4,1900000,11/3/2017,4,3,287,,Western Metropolitan
Williamstown,4,1330000,12/11/2016,4,3,266,2003,Western Metropolitan
Williamstown,3,1010000,12/11/2016,3,2,185,,Western Metropolitan
Williamstown,3,1010000,13/08/2016,3,2,204,1995,Western Metropolitan
Williamstown,2,450000,14/05/2016,2,1,,,Western Metropolitan
Williamstown,2,513500,14/05/2016,2,1,72,1980,Western Metropolitan
Williamstown,2,1000000,15/10/2016,2,1,,,Western Metropolitan
Williamstown,2,415000,15/10/2016,2,1,,,Western Metropolitan
