Company,address,TIF District,Completion Date,Actual Costs,Actual Grant,Work Items
Bitoy's Bistro Inc.,5946 W. Chicago Ave.,Austin Commercial,2016-08-12T00:00:00,69597.28,50000,"the balance of work and expenses for the completion of the comprehensive masonry/exterior rehab project at 5946 W. Chicago: demolish existing masonry facade and fully replace with similar brick and stone that matches the original exterior design in size, color, texture, and finish (includes flashing installation and new window headers); chemically clean west elevation and rear elevation of building and repair and replace masonry with like-kind materials as necessary (includes roof caps, flashings, new gutters, and install new window headers and remove brick from original window openings as necessary)"
Band of Bohemia LLC,4710 N. Ravenswood Ave.,Ravenswood Industrial Corridor ,2016-02-25T00:00:00,931957.01,50000,"the complete gut rehab of 4710 N. Ravenswood for restaurant-brewpub functionality including HVAC improvements (furnish and install three (3) new rooftop units; new duct work; new exhaust fans; vent and flue installation; installation of HVAC controls; install dust collector; associated roofing work); furnish and install new bi-fold door system at east elevation; furnish and install new sprinkler heads in existing sprinkler system; furnish and install new epoxy and stained concrete flooring throughout; furnish and install approx. 1,800 sf of FRP panels; furnish and install new interior doors, frames, and hardware; balance of electrical improvements (new 800 amp service and panels; electrical needed for HVAC improvements; installation of lighting (fixture expenses not included); and install exterior light"
"Midwest Buy & Sell, Inc.",6019 W. Irving Park Rd.,West Irving Park,2016-02-25T00:00:00,28472,21354,"demolish existing roof; replace roof decking and rafters as needed; install new rigid fiber recovery board and base sheet; install new modified bitumen membrane roofing system; install new flashings and reset coping tiles as needed; install new gutters and reflective aluminum roof coating; demolish existing façade knee wall and build a new 14’ x 9’ knee wall with new brick to match existing façade bricks; tuck pointing of front façade; caulk limestone sills; masonry repairs to chimney; and furnish and install a new storefront system (frames, glass, door)"
"Alchemia Art of Hair, Inc.",5009 N. Sheridan Rd.,Hollywood/Sheridan,2016-02-29T00:00:00,50270,25000,"mechanical HVAC work (new rooftop condenser unit, ducts, fans, and exhausts); electrical work including wiring, light fixtures, and installing receptacles, switches and outlets; plumbing work including installing new water piping and fixtures (shampoo bowl fixtures not included); carpentry and framing work, insulation, drywall and drop ceilings; flooring work including leveling of concrete floors and finishing with a resin seal system; painting and finishing work"
"Eric Tseng O.D., Prof. Corp.",9928 S. Western Ave. ,Western Avenue/Rock Island,2016-03-01T00:00:00,14070,10552.5,"the balance of project work items and expenses: masonry repairs to north elevation brick wall (replace approximately 50 bricks; removal of previous business signage and electrical hardware; grind out mortar joints and tuck point); masonry repairs to west elevation (replace approximately 20 bricks; grind out out mortar joints and tuck point); roofing repairs (powerwashing; reseal base of vents, stacks, and mechanical penetrations; patch roof membrane and install new flashing; install new aluminum roof coating); install new storefront frames, glass, and doors; demolition of existing brick veneer and support columns; install new CMU support wall and facade veneer; install flashings and limestone coping; grind out and regrout granite panel joints; electrical system improvements (install exterior conduit and junction boxes at north and west elevations); install four (4) gooseneck exterior lamps on north and south face brick wall and install four (4) floodlights at north elevation; install one (1) exterior entrance lamp at west elevation"
"Eric Tseng O.D., Prof. Corp.",9928 S. Western Ave. ,Western Avenue/Rock Island,2016-03-01T00:00:00,2979,2234.25,structural components of shed-style awning signage only 
"Dee's Phase I, Inc. dba Putten's Pantry",5449 W. Division St.,Austin Commercial,2016-03-04T00:00:00,19132,14349,"roof tear off, repairs to wood decking as needed, mechanically fasten new fiber board and base sheet, new modified bitumen membrane system with new flashings and cant strips, an aluminum coating finish, and install new gutters and downspouts; masonry repairs on parapet walls in the rear of the building"
Los Altos Operating LLC dba Cantina 1910,5025 N. Clark St.,Clark/Montrose,2016-03-15T00:00:00,3007359.75,100000,"the following improvements to the existing building at 5025 N. Clark only: masonry repairs; structural framing; rough carpentry and rough carpentry materials; insulation; roofing; joint sealers; interior doors, frames, and hardware; roof hatch; storefront windows and frames; drywall; epoxy flooring; and building system renovations (mechanical/HVAC, electrical, plumbing, and fire protection system)"
Baderbrau LLC,2515 S. Wabash Ave.,Bronzeville,2016-03-15T00:00:00,150000,75000,partial completion of the plumbing improvements and concrete work done in connection with the production brewery portion of the build-out at 2515 S. Wabash only: coring for new floor penetrations and excavation for underground plumbing service; saw cutting and concrete removal for underground trenches; all domestic water service and sanitary waste piping as needed; concrete for production area slab flooring
"The New 400, LLC ",6746 N. Sheridan Rd. ,Devon/Sheridan,2016-03-18T00:00:00,126481,81014.63,"renovation of the four (4) theater rooms by removing the existing seating which was in disrepair, flooring work including smoothing the existing concrete floors and finishing with an epoxy topcoat, and installing four hundred (400) new fixed-back chairs into theater rooms by bolting them into the new floors"
"Southwest Signs, Inc.",5641 W. 63rd St.,Archer/Central,2016-03-23T00:00:00,11706.83,8723.87,"installation of light fixtures and associated electrical work.
New storefront system with aluminum frame, tempered glass windows and door.
Garage door replacement"
Kasmersky Animal Services Ltd dba Broadway Animal Hospital,6320 N. Broadway St. ,Devon/Sheridan,2016-03-25T00:00:00,40547.5,17623.13,roofing and tuckpointing
Prism Optics Inc,3594 N Milwaukee,Portage Park,2016-03-25T00:00:00,23360.31,16834.75,tuckpointing and masonry repairs on north elevation; removal of large canopy and soffit from front façade and repair and install new brick veneer; installation of new commercial door frame and glass at front entry; replacement of interior door connecting lens crafting lab room to rear entry with a new commercial grade door; soft costs related to safety canopy during renovations and permit expenses
"All Products Automotive Inc. & apaWD, LLC",4701 W. Cortland St.,Northwest Industrial Corridor,2016-08-12T00:00:00,148638,74319,"Replacement of bricks, tuck-pointing, concrete work. "
"Dimitre Photography, Inc.",2716 W. North Ave.,Humboldt Park,2016-03-29T00:00:00,157604,100000,"install new aluminum framed storefront system; electrical work including install new sub-panel, switches, outlets, and relocate electrical wiring; plumbing work for ADA-compliant restroom and kitchenette including new gas line (fixtures provided by owner); tile flooring in restroom; insulation work in walls and ceiling and install new drywall throughout; HVAC work including install new ductwork and exhaust vents; concrete work to level and repair flooring in rear of building; masonry work to create opening in rear masonry wall for loading area including installation of a metal support beam and steel lintel, and interior and exterior tuckpointing work as needed; carpentry and framing work throughout interior for new layout, rebuild roof over rear section with new joists, insulation, sheathing and membrane, and rebuild existing stairwell to basement commercial storage area (stairs to roof/roof access/and porch re-build to residential units not included); painting and finishing work"
"Flexicraft Industries, Inc. and The Metraflex Company",2315-23 W. Hubbard St. ,Kinzie Industrial Corridor,2016-03-30T00:00:00,314584.36,146158.65,"demolition of existing bathroom walls, fixtures, and finishes; demolition of CMU walls at north wall and stud wall at south wall; removal of existing interior sump pit concrete; furnish and install concrete for new sump pump and bathroom plumbing trenches; furnish and install materials for CMU interior office walls; furnish and install 16 x 40 steel beam at north wall; provide seven (7) 2"" x 2"" tube posts for OSHA screen wall; install new steel railings and stairs; rough carpentry (provide double wood joists for expanded mezzanine area; frame out new walls for bathroom and office areas; frame in soffit for beam at south office wall); provide and install four (4) new wood doors and install one (1) salvaged door; furnish and install three (3) new exterior windows and one (1) interior window for east wall of office; furnish and install new drywall and ceilings below extended mezzanine area and in new bathrooms; furnish and install 425 square feet of new porcelain tile flooring in bathroom and provide solid wainscot panels for bathroom walls; install new carpet; painting; plumbing renovations to extend water line; provide four (4) new toilets, two (2) wall-mounted lavatory sinks, two (2) new urinals, and two (2) floor drains with associated venting, piping, and insulation; furnish and install one (1) new three ton energy efficient rooftop HVAC unit and associated duct work, roofing work, and  insulation; extend baseboard radiant heat to mezzanine space and new office; install two (2) new thermostats; electrical work for new HVAC, fluorescent lighting, outlets, switches, and exhaust fans; and architectural expenses"
